index,text_vector
147,"[0.6857907024676867, 0.6738973094839233, 0.5350994463148726, 0.385023068123597, 0.2526692390556719, 0.2545880034081008, 0.26275113179441834, 0.20763461889081564, 0.1766972562990351, 0.166015989208266, 0.2025059614361529, 0.1643024380385324, 0.15260396550197525, 0.22170154321349234, 0.21236445575547225, 0.20090508902053236, 0.13952236910986757, 0.13882267725973554, 0.12752042689993448, 0.11627713895204843]"
148,"[0.7330429094853399, 0.6156039010637526, 0.5269139372970992, 0.36939771312680036, 0.447098532503554, 0.45038159583535453, 0.3585808961814096, 0.33135348105248874, 0.34016570746558006, 0.333492737977289, 0.2424035059591563, 0.25478086323003934, 0.2002817362929008, 0.231980901811939, 0.19608430529798315, 0.20401862941300047, 0.18206737915222942, 0.20614266420536936, 0.2728130553832024, 0.16826136683881937]"
149,"[0.7255735282016493, 0.6804499447346573, 0.41762838505531835, 0.46058129694292327, 0.4197779945153356, 0.34986119121735815, 0.17474169420515157, 0.21997321237068607, 0.18935901826795642, 0.14241799813086822, 0.14992311848533657, 0.13278305467870363, 0.11761369758542715, 0.1371042643031316, 0.13237296578021793, 0.09549908644867677, 0.10070769017071791, 0.11143584717204275, 0.09366404518586996, 0.08011543641081144]"
150,"[0.8186744227602818, 0.483060559266127, 0.40106718497005, 0.3678180966127953, 0.2370156367109555, 0.251369970297525, 0.2526756088452775, 0.19494801532516512, 0.19487185795321527, 0.22659071315610363, 0.18291586086246409, 0.2424406735131842, 0.20350638667776086, 0.24841856024630257, 0.18201975701789763, 0.13908558763081424, 0.13302889102048862, 0.14321225909546123, 0.15443490945829805, 0.14777353936669096]"
151,"[0.6892574231002984, 0.5057439732091559, 0.3925153353633155, 0.38166629993779877, 0.3459545525958275, 0.3218953335643553, 0.3035047980633058, 0.2801713433868794, 0.278277956713453, 0.26862215249715027, 0.26840146246292385, 0.2545175402269199, 0.19589651010904396, 0.20177917230578304, 0.20085205170043116, 0.18080856615541244, 0.17492989418448476, 0.167501744632657, 0.18380317773228178, 0.17704106338276887]"
152,"[0.7843059677195082, 0.4565741355833942, 0.41639315062286764, 0.36398452852837515, 0.24476911122307, 0.2248830746264943, 0.16759759355243942, 0.2052085123520349, 0.19889383954070003, 0.18029355054485147, 0.16434313011271376, 0.10326222712643424, 0.0954137221569176, 0.1005712629316722, 0.07632864712596042, 0.07597818195030907, 0.08653202860463306, 0.06514434320008411, 0.09489128143852565, 0.09017574265804741]"
153,"[0.7153643705196824, 0.732014374886736, 0.5647283084377582, 0.3217935687529959, 0.4100462881033242, 0.22889717019211958, 0.18268371857216703, 0.17859511606810427, 0.1901187673526828, 0.23601964911329498, 0.16643636371825096, 0.17910491149832655, 0.19074071097685114, 0.1401559200620182, 0.14322029065063527, 0.16840041608712875, 0.1619869161080535, 0.1287749630327561, 0.15176589877124216, 0.13222177334175012]"
154,"[0.8802526660239858, 0.34435393787044694, 0.5426128824034371, 0.316244916376085, 0.2924945247267653, 0.1917447193622497, 0.17602987531432174, 0.15008123968834702, 0.17276752659634123, 0.09912877328887895, 0.11298050019916475, 0.0748457728126507, 0.0805984114486192, 0.06205154003160708, 0.05526606706649203, 0.048589081966800604, 0.039689239924192786]"
155,"[0.5732571430509972, 0.6141057588808534, 0.47163746892717495, 0.565443387080581, 0.5322912835582222, 0.32042261596579574, 0.36480784882076234, 0.2979837405983575, 0.3866622922547115, 0.3340748819401224, 0.42477711066925444, 0.2846862682223232, 0.2969106433548059, 0.36136166965021643, 0.34547593347371697, 0.3111381720664215, 0.26848003002640974, 0.33289771301706306, 0.23794081696470784, 0.22686162970138152]"
156,"[0.8916804608784721, 0.3466383462834107, 0.35719823769123726, 0.2167401704195227, 0.2069875185860169, 0.135668359735584, 0.1297456223326467, 0.18998386435028636, 0.10593867131946447, 0.11832913714574854, 0.07596835164189439, 0.06203983646214334, 0.07070791759547788, 0.10304697755790476, 0.09685816262034536, 0.06655917913797568, 0.08088661995487464, 0.074478068027094, 0.06295695128574788, 0.04594272196185371]"
157,"[0.8745120743724164, 0.5100682281967626, 0.4021774963179479, 0.2909271520786697, 0.22355749589761284, 0.17618490116950944, 0.12003769151963756, 0.13729314166273485, 0.12425470608942296, 0.08764449800473194, 0.12381404969626154, 0.07372257005340908, 0.09743373565587235, 0.07664695149137228, 0.0627942218315514, 0.07530885890622685, 0.06118208810001205, 0.0672118524426443, 0.054633794118173304, 0.06915539791510061]"
158,"[0.7755806636495266, 0.4390810392817342, 0.4013740423215235, 0.26449902626338206, 0.41757223769068796, 0.322443840796485, 0.167395710845355, 0.14677589712797412, 0.1520385305504067, 0.19349074480300868, 0.14967713824837717, 0.1442319448693673, 0.13403445366386713, 0.10174271226039741, 0.12065941971315819, 0.11967902966561962, 0.14113402938904412, 0.14923438336320655, 0.13999978812456512, 0.11136895797415586]"
159,"[0.6773754734239527, 0.5863782563390736, 0.5953751890942108, 0.7094632710452473, 0.5578399239945144, 0.4471067872195946, 0.3829296419857983, 0.37124084024449244, 0.35527328435188354, 0.3746690256978029, 0.27202275526727177, 0.26669431856461134, 0.23610717688444297, 0.24090671365776806, 0.2672512179204136, 0.22434776943117044, 0.26364181854051916, 0.22314583963831788, 0.2795583040129541, 0.2571447615419475]"
160,"[0.6975592802978365, 0.5266832127910945, 0.647431384056441, 0.5334504436112263, 0.6875329086540954, 0.46584142083163904, 0.6028173081291193, 0.3985302445111574, 0.43908169635599165, 0.43564696420920496, 0.35727654230311473, 0.33717696260912045, 0.28023507557684896, 0.25414392000756614, 0.22352824757416934, 0.21533723296259957, 0.21618131662123155, 0.2034020006646829, 0.1838832713649513, 0.17588411104635723]"
161,"[0.7907055269019465, 0.3710241617190841, 0.41594329728002133, 0.3121790085310768, 0.3294426904003125, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
162,"[0.8297173901496706, 0.4995214122000805, 0.21469730102038606, 0.1993509032835169, 0.23600219591606897, 0.17231893000500026, 0.17908804899215852, 0.16144933178047016, 0.19147884265511422, 0.1243712463697288, 0.14638880487132455, 0.19733943895708275, 0.1319335576544041, 0.1245513917291651, 0.15371515026102556, 0.1207183058236534, 0.16097176594531654, 0.09703411114337529, 0.13367516417070016, 0.10439873913850856]"
163,"[0.6423774934524858, 0.6496076347478854, 0.5661242352206454, 0.5531603227409323, 0.4040836181934448, 0.3371724325650005, 0.31324301755727135, 0.4214144392531598, 0.3669967966877279, 0.3450484097351194, 0.3299573652893354, 0.3775908435463465, 0.3269369534851386, 0.3213520545167321, 0.30650076239601665, 0.37439331903222695, 0.35396437457883295, 0.40158464646975883, 0.29994019972442393]"
164,"[0.8987955394616717, 0.4615297070929719, 0.294950277248931, 0.23800835817980912, 0.2715965892235941, 0.261097682774612, 0.2784921486781269, 0.1631126985933336, 0.10440190480049134, 0.11864206157334678, 0.08071758145983762, 0.06504093114769095, 0.06942133697571556, 0.07055966629929748, 0.0743861363243089, 0.08217191631394434, 0.07981245776638386, 0.051545161564397174, 0.05646647578219751, 0.06504461024761111]"
165,"[0.8340004524067806, 0.5058614380028578, 0.3252562229000147, 0.1798179240013792, 0.08609252376636367, 0.1530571022061608, 0.16212314406011014, 0.147469750868745, 0.13838331768659765, 0.1894780557681742, 0.22399560602914764, 0.11742601097508527, 0, 0, 0, 0]"
166,"[0.9525847173919579, 0.21232983683230386, 0.18533230612724794, 0.14955076319291674, 0.07437349927735121, 0.05452981719043046, 0.0660233945467279, 0.04309628085992831, 0.06501477445595612, 0.041696698507962524, 0.0440679630369762, 0.07990675669736068, 0.05933467859510891, 0.06482457024681268, 0.04133052134518938, 0.04495515411450969, 0.04773875383720515, 0.028859307816731346, 0.03135285174274079, 0.035590050870061674]"
167,"[0.8301413498399521, 0.6658861246474821, 0.4378123946075053, 0.1487544826099306, 0.19568632699761002, 0.13149472410533583, 0.16069584729467684, 0.10319143028780164, 0.12444530550455551, 0.13169066545343555, 0.10612139364452615, 0.11103380846760241, 0.09349929379424574, 0.08192942829108449, 0.06141685276916535, 0.053902442869298864, 0.05943770661992409, 0.0659395524346399, 0.05875531187953137, 0.044842918261441586]"
168,"[0.7342573415583733, 0.3415353657350862, 0.39755532681623784, 0.200680858565075, 0.2712041875220781, 0.2270993833807185, 0.23049480592552019, 0.1758629341485838, 0.18911535480464453, 0.2263854664138587, 0.24247992370476712, 0.19450622623840996, 0.20220012159356626, 0.16773997718842104, 0.20522686948013236, 0.18856372813367672, 0.1313494012824897, 0.13896384102843645, 0.14720773544352939, 0.15646161173750106]"
169,"[0.9724351179424057, 0.20270484785104886, 0.18787381100347728, 0.09653254654215832, 0.09463503330698958, 0.14802290281355684, 0.1283467668753024, 0.0937252031086893, 0.08145780385051893, 0.07238917704120049, 0.0750234184860551, 0.0594724358444813, 0.07179698231693332, 0.056838196802972855, 0.06396206772853903, 0.06535905980142885, 0.0377884160539852, 0.038898004900674854, 0.04258482352194666, 0.053246034848867585]"
170,"[0.8725222666877208, 0.301748641971885, 0.30478689916571866, 0.3260352856232217, 0.19642470748471152, 0.1376911865532428, 0.1474049944871415, 0.11086780204501388, 0.11149046642325247, 0.12422710473382015, 0.13095448362540418, 0.08797446578839427, 0.08319517323169062, 0.07538946914695199, 0.0698571064346145, 0.11123764013162629, 0.06922748397744055, 0.06810121708239511, 0.07530560909904699, 0.06784188046091603]"
171,"[0.6436474146154978, 0.45572847581420906, 0.46512352039782423, 0.3003957497055789, 0.34596502725050926, 0.26359975029958477, 0.3294960001196794, 0.2655395381330465, 0.2677509582373462, 0.20500073219595083, 0.19860000107575765, 0.20715854182065888, 0.22701800514933385, 0.23641742446474306, 0.15969082028338902, 0.12843005470639818, 0.12403866206698289, 0.15500467478054603, 0.15739979991248693, 0.11517179082196907]"
172,"[0.8265288858375044, 0.5718651303230393, 0.37750810556110515, 0.3961451798546232, 0.27721591437809723, 0.24095566532113688, 0.28397748340412365, 0.17651722673086456, 0.1617318910808641, 0.20617657787842564, 0.19967279941346336, 0.11557941691638444, 0.1434880251847285, 0.1262809223029137, 0.11252344191520935, 0.13470274533621418, 0.11547774757116641, 0.09005673331064133, 0.12567109576984986, 0.10619507426626416]"
173,"[0.8512482191633124, 0.38534056855617965, 0.5299121934733314, 0.29993067157140707, 0.2804488734007237, 0.28602647376807977, 0.1448122887162283, 0.18250382238126855, 0.1401816728129565, 0.11575591874741392, 0.09962611249780687, 0.15596359242300453, 0.09092464145363485, 0.0913060240645072, 0.07979203733896972, 0.06186683325046233, 0.06896757251765678, 0.061137396328919236, 0.07013520291016818, 0.05785230651863014]"
174,"[0.622290974585822, 0.8464925199524045, 0.3720399283478637, 0.48091716529650563, 0.47505919793393414, 0.3403087634257601, 0.20948117162657584, 0.16028952569817095, 0.18412655377323559, 0.1644975936978432, 0.12746556782803437, 0.11828273052641138, 0.13801640657155725, 0.10423846896573069, 0.09802348721512076, 0.10396849787932219, 0.1001106056811382, 0.09812235775482106, 0.0967011441569847, 0.09818915803850409]"
175,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
176,"[0.7225450438219762, 0.8224565508882458, 0.32703811277256317, 0.22966589870336412, 0.21346980754652845, 0.14121276753424444, 0.14550164948201363, 0.1441694816106523, 0.20611097740571444, 0.15587620051167658, 0.15281759499965014, 0.17334971849407793, 0.1567815481052945, 0.12589255178863118, 0.11581802756707132, 0.12160688323910324, 0.1062243662143112, 0.07924854986034058, 0.08971889346897906, 0.08363122009734751]"
177,"[0.7024789583011933, 0.5026571259415504, 0.39067320251059645, 0.5289539257316533, 0.2553291970386073, 0.25769806007050633, 0.3074061420202147, 0.30341275555202474, 0.32431134342262485, 0.2711520830284416, 0.13905840547005846, 0.157098398107893, 0.17476063954055887, 0.220266444344065, 0.13261969930474257, 0.13620313451449342, 0.12417369576853737, 0.15193924765484867, 0.1464478354976961, 0.12393883975043421]"
178,"[0.8644411107710297, 0.49041271984476337, 0.4173895259076047, 0.4671485238471904, 0.3388700096225967, 0.37414111534392214, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
179,"[0.8616029646218648, 0.5353579402780834, 0.39583928263647294, 0.15131187165962146, 0.14630425090750654, 0.12114889252149513, 0.09118693837608954, 0.07946244646217676, 0.06452851050167777, 0.062234054034878535, 0.0717475127033876, 0.06633553306024412, 0.06652196192954571, 0.0513980875302781, 0.05152111234864119, 0.0427515890058697, 0.051739829281585735, 0.048247729310066184, 0.04341614500090059, 0.05928540893041942]"
180,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
181,"[0.8690358729495906, 0.6511845087957626, 0.533124701308845, 0.29512206108923084, 0.2655951580291581, 0.2556640444703299, 0.2270182859731931, 0.2089107650176627, 0.1647087571401975, 0.16750653345469332, 0.15667282848506728, 0.1357969866966529, 0.12399408109148598, 0.12901672431784053, 0.12326800871170904, 0.11470486673027258, 0.11905859713805006, 0.10459905838845833, 0.10792636639402998, 0.11256179714671635]"
182,"[0.6751091683980283, 0.6017703654062021, 0.463312213240893, 0.4022233295227782, 0.3141286461582624, 0.24885980246303896, 0.30251863298148285, 0.27029309348887387, 0.2746458791714418, 0.2831432707998355, 0.22108230798967404, 0.259099695040075, 0.19189456354760254, 0.29047863813329194, 0.15751074548288846, 0.1452185748966297, 0.22439339658325858, 0.22161750270418012, 0.12678532155489539, 0.14647615592306296]"
183,"[0.816928810639413, 0.3526684867553706, 0.24746888317244303, 0.18131668277630944, 0.2627714608335117, 0.16885340738949228, 0.24392733852812098, 0.23531432371562755, 0.23834921488377042, 0.1946289631189345, 0.22906991203976013, 0.1792622664957355, 0.20448279751460208, 0.16464633139386245, 0.11809269724170274, 0.16222558800301626, 0.1418829711631217, 0.10195055546342033, 0.12242743912082621, 0.11175366646898771]"
184,"[0.8265288858375044, 0.5718651303230393, 0.37750810556110515, 0.3961451798546232, 0.27721591437809723, 0.24095566532113688, 0.28397748340412365, 0.17651722673086456, 0.1617318910808641, 0.20617657787842564, 0.19967279941346336, 0.11557941691638444, 0.1434880251847285, 0.1262809223029137, 0.11252344191520935, 0.13470274533621418, 0.11547774757116641, 0.09005673331064133, 0.12567109576984986, 0.10619507426626416]"
185,"[0.9130705941703274, 0.3798991517350619, 0.2251246841309009, 0.3011788112997694, 0.15307254888323446, 0.14816607915907837, 0.20160244537599897, 0.11245813368420947, 0.13032283181860999, 0.12475931160977516, 0.1355241778311894, 0.13940395787230508, 0.11324744171407294, 0.07888949997489246, 0.09037750433148695, 0.08664494392595495, 0.08680395753236153, 0.10660891047835203, 0.10520535445436949, 0.10962463456475005]"
186,"[0.7600810435328405, 0.27462692164969543, 0.2957351556206651, 0.2868590499853399, 0.3601188399715633, 0.24599326340275074, 0.3083963574207785, 0.2600621849607482, 0.23756554995010218, 0.19472773973190027, 0.1665802867634932, 0.12084078710203808, 0.22179952884155518, 0.19475993788845833, 0.13998145131289774, 0.15542985520959102, 0.13398610621513005, 0.15182325097794666, 0.15882870241664104, 0.10323516382964083]"
187,"[0.5639845574529938, 0.6011271813490804, 0.535870861914366, 0.6012919917337838, 0.5462528747055911, 0.5323038932576174, 0.4834928509845283, 0.36163383605640353, 0.3518528374803844, 0.3844927583188307, 0.28749584940035805, 0.28313480749389464, 0.3328574354680261, 0.2602078285509978, 0.2946334372588664, 0.30853805817851737, 0.26378116257992273, 0.2547294237368008, 0.18543902865075235, 0.1779374395058763]"
188,"[0.7790423429999049, 0.5926481813499155, 0.39876366311465433, 0.4329487296294125, 0.3968335289091131, 0.33314634568087675, 0.3362215150214286, 0.341042374450705, 0.2553608574671622, 0.28421152659237486, 0.2714023672851878, 0.25527571623899825, 0.21450701223292193, 0.2571107840736989, 0.184051238007231, 0.19647754270063228, 0.13582427813539208, 0.14559322798009547, 0.14536870201360036, 0.12740360597604053]"
189,"[0.6953978409113631, 0.33068601463024183, 0.3885326076261021, 0.344049330467985, 0.35271805402973866, 0.26698044262163195, 0.2924558329208297, 0.28790080149966235, 0.25210696590773946, 0.23784553482373003, 0.3220669310009085, 0.24628163187971475, 0.28253859021210403, 0.257767411472142, 0.2227196809952563, 0.19675862244544162, 0.2438531531917338, 0.16730599384291414, 0.15518192226631197, 0.1389717590921834]"
190,"[0.6386277219713398, 0.47350409545511146, 0.5166858697764954, 0.33127668326490645, 0.28139072747885213, 0.3385827402864554, 0.22401903087441477, 0.20519923012572147, 0.16092596351709268, 0.1335768361839379, 0.11602917952685454, 0.2010668144761488, 0.16596792636703167, 0.13611988139729356, 0.12535354415792124, 0.11826829006462297, 0.11409589099070741, 0.10525036285956446, 0.1381254791356508, 0.11568512034430253]"
191,"[0.6876110994250229, 0.3275586309145204, 0.2942644245982118, 0.3075941936736507, 0.28666983481344227, 0.25536478110742294, 0.14728873285431937, 0.20081368163343769, 0.19987395590666077, 0.11234283953635008, 0.17839668742682832, 0.12887742276740413, 0.09674227580296457, 0.12075370822709389, 0.061537723405229214, 0.07218691052848995, 0.05599015569475073, 0.07406221959206012, 0.06603666496540156, 0.04538235929716633]"
192,"[0.9097478672090622, 0.35749663452641417, 0.40165429984401985, 0.268611271390116, 0.26876006362526766, 0.23544165945138257, 0.14747643632707003, 0.14609579040355108, 0.15192152499291606, 0.10661568310719063, 0.08305776725393588, 0.07383568107402695, 0.08536492747998475, 0.0678371714159954, 0.06437687591981342, 0.06699719378272119, 0.056093503730079305, 0.057624826155831976, 0.06670140465022271, 0.06947244115013212]"
193,"[0.7150553049561493, 0.5448531467493509, 0.3402368895638102, 0.3790233666381173, 0.40810155297706957, 0.31348873017778756, 0.40486732373038226, 0.2026037788896045, 0.21312144178281753, 0.18050037508540687, 0.18483840939244428, 0.17791707286160502, 0.21352615340679973, 0.17802856801721498, 0.18506448508485948, 0.18058425304724057, 0.17531059021139514, 0.16276495163148597, 0.20192468830760565, 0.17526624404199495]"
194,"[0.6989594833483437, 0.6496062362400297, 0.6559231763498712, 0.4466057812302714, 0.37914436907853416, 0.23608896781789593, 0.2719156415410241, 0.25920690395076457, 0.1901788480066894, 0.20414981052282033, 0.18989665231698113, 0.11922439299442503, 0.1061698612236808, 0.12000494194896863, 0.10420059368722155, 0.12153008850692912, 0.11139994836049498, 0.1023137213631365, 0.11110958701720589, 0.14769863123336807]"
195,"[0.8495540930271168, 0.4496389600912202, 0.3223857598427785, 0.35631080626652356, 0.20327125432825044, 0.157478990500161, 0.13055398612842387, 0.132424387495301, 0.1222300605469893, 0.15115521011688998, 0.09608294033935794, 0.12776026355144976, 0.09218319908471255, 0.10152888240023922, 0.06116094720080465, 0.08249849479398305, 0.08594085958185876, 0.0683984637915801, 0.05271005004085662, 0.06140598851319948]"
196,"[0.6623813006794665, 0.7024206102565558, 0.5598576449503667, 0.4551957451533931, 0.32263251664796044, 0.23375912498001933, 0.24341016899074347, 0.15780531049165425, 0.1714428288638566, 0.18888772747975052, 0.14302571496883051, 0.13715748427958963, 0.16843033652912037, 0.14222215486465922, 0.14413606226742035, 0.13000512397833766, 0.15599627935664523, 0.15909783557798257]"
197,"[0.5628639297424969, 0.6241763971716104, 0.5017312739826298, 0.3332500064126381, 0.3911976947752011, 0.4072290062412852, 0.4545685557039043, 0.44033542016453286, 0.4114418697679686, 0.3838443178929841, 0.3338965833052734, 0.35135988673633006, 0.33923804761247495, 0.34407589463679805, 0.32727183154194944, 0.33999919981320237, 0.39299668682466216, 0.3596918024713276, 0.39371599929340473, 0.37303105181192564]"
198,"[0.9134411896432599, 0.3405356961150151, 0.27634652557770356, 0.21096109069150656, 0.18637746977370215, 0.13311940072801484, 0.08899398714562788, 0.1369649184391148, 0.09361383634293707, 0.10770835145466043, 0.07873132405082889, 0.06489781498630255, 0.11964724828931701, 0.09540861294117756, 0.06747981500423308, 0.06611993231124606, 0.06968276868672346, 0.067600316294689, 0.04684742776583123, 0.06456899463590722]"
199,"[0.8904180921758993, 0.46066581372012794, 0.23000925267813183, 0.2106736704227033, 0.15494330452082952, 0.16157231945338302, 0.09239834488437985, 0.1214472146001983, 0.09739719357980234, 0.07619638707703258, 0.08509813320012072, 0.09255163525371614, 0.08905872330884658, 0.07355182514735442, 0.08383596628809717, 0.08313642257747066, 0.061319977802293146, 0.07043665465576703, 0.06923660696874805, 0.07040212292674201]"
200,"[0.7287013742094797, 0.6567636490172785, 0.38281668087122955, 0.4125045913285129, 0.15415405170021698, 0.11996712607072692, 0.13757195567449765, 0.17040042508257874, 0.1153685881790317, 0.1355404859761824, 0.1494275320123963, 0.09891804652080756, 0.09435343093304428, 0.09955710932120537, 0.10076369330286367, 0.10079289039166792, 0.07611532940414473, 0.07141397122303979, 0.09797604880209346, 0.0976939493384178]"
201,"[0.566643970062666, 0.5766730614500472, 0.4859438143043023, 0.44145529337100675, 0.4601522142484546, 0.461491224865791, 0.39071768740175106, 0.43176337969001033, 0.39635973131985447, 0.33801226073223084, 0.3512519591786192, 0.3741855377938179, 0.2931996557742966, 0.3479303114411189, 0.282324522410057, 0.2470881109964933, 0.24756660249687046, 0.2871650976690202, 0.2890039178991255, 0.27481552133624887]"
202,"[0.8549287561408856, 0.763821706109739, 0.3821340046287144, 0.16605194300314316, 0.17158073564805587, 0.17176982209559644, 0.13033218916222641, 0.12490141585292075, 0.0761653694048087, 0.0652664883181091, 0.1101028527477048, 0.07056577365111605, 0.10160487267640225, 0.062209904526443746, 0.05833366637826111, 0.06952581510761371, 0.0781269293272052, 0.05315041629614317, 0.05718508059128405, 0.0720317088451029]"
203,"[0.8012866098170763, 0.534499464212407, 0.6153771589878496, 0.4125989789731148, 0.36854454609895027, 0.3350988109584543, 0.2848026546231277, 0.19380354243553516, 0.17031815018976953, 0.18997805044117233, 0.19120449524673122, 0.13466772233442362, 0.1365411912832373, 0.12165096387880128, 0.10696045180767001, 0.1084714647482472, 0.1274156539752644, 0.08630535652784471, 0.09910957873958876, 0.09713360012728757]"
204,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
205,"[0.6915380787300726, 0.4752763731800176, 0.3801688372000265, 0.28759851130275527, 0.24790709025015953, 0.25241647658052985, 0.38498860600168805, 0.22322647806220108, 0.13725219506939101, 0.1375897924642099, 0.16551141373240735, 0.1562718953633324, 0.15634723356643593, 0.13914134996543343, 0.1203094300418871, 0.24359720902594706, 0.13723879850633486, 0.11837128786105748, 0.08827503286718946, 0.11446965693220482]"
206,"[0.839809981335901, 0.3957954772618153, 0.2877839297348403, 0.2717702487708396, 0.23279746986277608, 0.15764463798940018, 0.19852056173843152, 0.18735925989229463, 0.179343795130636, 0.2144026183096035, 0.1642548659486739, 0.1791051363627052, 0.11701218088643264, 0.16191672137469734, 0.1328276003421535, 0.11893983582781675, 0.1275388484749438, 0.13091384156303995, 0.14318160498918786, 0.17142886541613128]"
207,"[0.8885966873353712, 0.3940636170865156, 0.38561226565723783, 0.417007070958345, 0.22612663744393485, 0.23109213679433932, 0.09967993631874078, 0.10734178602704683, 0.13670313153321062, 0, 0, 0, 0, 0, 0, 0]"
208,"[0.6874915247061273, 0.39540033587313783, 0.39976692068397524, 0.33779602459284264, 0.30995671052415874, 0.31225971944626085, 0.36292426363867836, 0.32042224531473995, 0.1886353940630691, 0.24110617039494747, 0.1829948720805526, 0.22320394653650433, 0.20434930415012664, 0.1615784042786887, 0.16247572935466562, 0.15490553998881096, 0.14466095761751632, 0.15787915186685753, 0.14575790140691103, 0.17275781268425552]"
209,"[0.9385632896737082, 0.3724656691935197, 0.20391194668881382, 0.14090068325842464, 0.1955182295076993, 0.0954722535033131, 0.11616283758355173, 0.06847813270873218, 0.059741160913626516, 0.0551166133685769, 0.07220968842625552, 0.06569847431401307, 0.05672002677330491, 0.049489162781203716, 0.03480482394483366, 0.04024564499077547, 0.03402509398389794, 0.0320868637938759, 0.031726055892211655]"
210,"[0.8364261559663515, 0.41151958155515006, 0.25669426591296013, 0.2272206165690529, 0.15074592156848793, 0.19735423603697144, 0.16692381373872894, 0.11599795858361335, 0.16943242255256058, 0.1118342647338869, 0.16872191990629104, 0.14214524262196343, 0.1158519440258401, 0.0935172730198625, 0.09941482876608516, 0.12448654274395449, 0.16115171128243144, 0.08160921741880997, 0.07997114386891899, 0.08321419058997775]"
211,"[0.7073033688312974, 0.6195634124938673, 0.5799168034115119, 0.2295873988528024, 0.19291361067550442, 0.18207208801384095, 0.28666211534788766, 0.20088367316579497, 0.20381110148689163, 0.20441281826464971, 0.21045437138036488, 0.20988403834638308, 0.2140733957516439, 0, 0, 0]"
212,"[0.7472632532263782, 0.38230428031495634, 0.33024098865153884, 0.26289763817744977, 0.16812924034848772, 0.2443427104752339, 0.14341385684727598, 0.15931228525742017, 0.23104505349589138, 0.14813784080039039, 0.1347105951248141, 0.12098330748931371, 0.2215086002575688, 0.12511152350866145, 0.10725948617120985, 0.1323373912952149, 0.09301165654457803, 0.14079275612340708, 0.08723562058512216, 0.10659289127244496]"
213,"[0.8220082053589823, 0.46511137476080544, 0.355028068614499, 0.3020658200801922, 0.19088483199413953, 0.21193638194543557, 0.22808397095303773, 0.24015522206495543, 0.1213398807120579, 0.15599413359821762, 0.11959432329863416, 0.11653424499104886, 0.07778557324062109, 0.08142588830920253, 0.08025580300382848, 0.08753760166168684]"
214,"[0.8690479194992455, 0.519285113018091, 0.27931521835953593, 0.36073571255271886, 0.2363393567735998, 0.1748962574419594, 0.19746291451756828, 0.140638005613668, 0.13699871226610572, 0.15155954778968156, 0.10438748108718701, 0.11009743658086801, 0.09254242375112917, 0.08210736355212418, 0.08350539195356187, 0.06395205555923207, 0.09151098689424442, 0.06936519516965155, 0.0764097860634686, 0.05484396937101088]"
215,"[0.7073033688312974, 0.6195634124938673, 0.5799168034115119, 0.2295873988528024, 0.19291361067550442, 0.18207208801384095, 0.28666211534788766, 0.20088367316579497, 0.20381110148689163, 0.20441281826464971, 0.21045437138036488, 0.20988403834638308, 0.2140733957516439, 0, 0, 0]"
